product_id,product_name,product_description,category,subcategory,brand,price,rating_avg_clean,rating_source,rating_avg,calculated_rating_avg,review_count,total_reviews_actual,stock_quantity,date_added,total_views,total_clicks,total_add_to_cart,total_purchase_rows,total_orders,total_quantity_sold,total_revenue,avg_unit_price,avg_dwell_seconds,ctr_percent,add_to_cart_rate_percent,click_to_purchase_rate_percent,cart_to_purchase_rate_percent,revenue_per_view,revenue_per_click
f5734c2a-c309-42c2-9f79-55b3be36c25a,Apple Air11 Ultrabook,"Upgrade your setup with the powerful Apple Air11 Ultrabook.

Key Features:
  - Sleek, lightweight design for maximum portability.
  - Equipped with the latest processor for seamless multitasking.
  - Intuitive user interface with customizable settings.
  - Advanced cooling system for sustained performance.
  - Long-lasting battery designed for all-day productivity.

Designed with the modern user in mind, it combines powerful performance with an intuitive interface.

Additional Details:
  - Slim and portable form factor for easy travel.
  - High-resolution display with vivid color reproduction.

Elevate your daily experience with this premium device.",Electronics,Laptops,Apple,342.47,5.0,Original from products,5.0,5.0,1,1.0,1,2026-04-01,41.0,21.0,11.0,2.0,2.0,2.0,699.53,349.765,18.07,51.22,52.38,9.52,18.18,17.06,33.31
89346311-6daa-4ff8-bc93-1872f795a3e4,Nike Gold-Plated Jewelry,"Elevate your wardrobe with the Nike Gold-Plated Jewelry.

Key Features:
  - Classic design that never goes out of style.
  - Reinforced stitching for enhanced durability.
  - Tailored fit that flatters every body type.
  - Breathable material keeps you comfortable all day.
  - Premium {material} fabric for lasting comfort.

From casual outings to formal occasions, this piece transitions effortlessly across settings.

Available in multiple colors to suit your style.",Clothing & Accessories,Jewelry,Nike,48.96,5.0,Original from products,5.0,5.0,1,1.0,1,2025-07-22,33.0,17.0,11.0,1.0,1.0,1.0,49.2,49.2,15.62,51.52,64.71,5.88,9.09,1.49,2.89
b0198cad-0f24-44c7-90c5-88c2a4d7d331,Philips Air18 Fitness Tracker,"Upgrade your setup with the powerful Philips Air18 Fitness Tracker.

Key Features:
  - Intuitive user interface with customizable settings.
  - Features a high-resolution display with vivid color accuracy.
  - Advanced cooling system for sustained performance.
  - Supports high-resolution audio for immersive sound.
  - Equipped with the latest processor for seamless multitasking.
  - Premium build quality with aerospace-grade materials.

Whether you are working from home, gaming, or streaming, this device is built to handle it all with ease.

Backed by a comprehensive warranty and dedicated support.",Electronics,Wearables,Philips,53.71,,No rating available,,,0,0.0,2,2025-06-28,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,21.65,62.5,20.0,0.0,0.0,0.0,0.0
17f2285d-1707-4b77-b944-6f7f3db9360b,KitchenAid Ultra-Soft Bedding,"The KitchenAid Ultra-Soft Bedding brings both style and function to your space.

Key Features:
  - Space-saving design fits perfectly in any room.
  - Crafted from premium {material} for lasting quality.
  - Dishwasher safe for effortless cleaning.
  - Ergonomic design for comfortable use.

Designed to enhance your living space while providing practical everyday functionality.

Additional Details:
  - Easy to clean and maintain.
  - Premium materials for lasting quality.

Designed for real life, built to last.",Home & Kitchen,Bedding,KitchenAid,21.98,,No rating available,,,0,0.0,1,2023-11-27,49.0,19.0,9.0,1.0,1.0,1.0,22.19,22.19,15.96,38.78,47.37,5.26,11.11,0.45,1.17
a0faeb8b-2284-4f27-abe2-4dbed34bdcae,Cuisinart Denim Kitchenware,"Elevate your everyday living with the Cuisinart Denim Kitchenware.

Key Features:
  - Stackable design for efficient storage.
  - Ergonomic design for comfortable use.
  - Elegant finish adds a touch of sophistication.
  - Space-saving design fits perfectly in any room.

Designed to enhance your living space while providing practical everyday functionality.

Designed for real life, built to last.",Home & Kitchen,Kitchenware,Cuisinart,26.18,,No rating available,,,0,0.0,1,2025-01-15,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.16,50.0,0.0,0.0,,0.0,0.0
d4c82aec-8ebb-48be-8b4b-dc5dc3b7aef7,Pioneer and the sophisticated pioneer,"Dive into the captivating world of Pioneer and the sophisticated pioneer.

Key Features:
  - Includes exclusive content and illustrations.
  - Includes discussion questions for book clubs.
  - Gripping narrative that keeps you turning pages.
  - Award-winning author delivers another masterpiece.
  - Meticulously researched and expertly presented.
  - Perfect for book clubs and group discussions.

Whether you are a longtime fan or new to the genre, this book will captivate you from the first page.

Additional Details:
  - Expertly crafted with attention to every detail.
  - Available in multiple formats for your reading preference.
  - Critically acclaimed with outstanding reader reviews.

A must-read for fans of the genre.",Books,Children's Books,HarperCollins,9.13,,No rating available,,,0,0.0,1,2025-03-11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.71,,100.0,0.0,0.0,,0.0
227d2d69-694a-4953-a231-d1e78172d65e,Nike Air12 Crossbody Bag,"Designed for those who refuse to compromise on style.

Key Features:
  - Four-way stretch fabric for unrestricted movement.
  - Moisture-wicking technology keeps you dry.
  - Premium {material} fabric for lasting comfort.
  - Tailored fit that flatters every body type.
  - Eco-friendly materials sourced sustainably.

From casual outings to formal occasions, this piece transitions effortlessly across settings.

Join thousands of satisfied customers worldwide.",Clothing & Accessories,Bags,Nike,33.15,3.5,Original from products,3.5,3.5,2,2.0,1,2024-06-14,9.0,1.0,3.0,2.0,2.0,2.0,66.11,33.055,25.76,11.11,300.0,200.0,66.67,7.35,66.11
1f3a8b13-45cf-4478-90ae-b1cbea318130,Samsung Galaxy Book6,"Engineered for excellence, the Samsung Galaxy Book6 sets a new standard.

Key Features:
  - Sleek, lightweight design for maximum portability.
  - Intuitive user interface with customizable settings.
  - Supports high-resolution audio for immersive sound.
  - Features a high-resolution display with vivid color accuracy.
  - Premium build quality with aerospace-grade materials.

Whether you are working from home, gaming, or streaming, this device is built to handle it all with ease.

Additional Details:
  - High-resolution display with vivid color reproduction.
  - Long battery life for all-day usage.
  - Slim and portable form factor for easy travel.

Backed by a comprehensive warranty and dedicated support.",Electronics,Smartphones,Samsung,230.65,,No rating available,,,0,0.0,12,2023-02-17,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,15.3,16.67,200.0,0.0,0.0,0.0,0.0
f6458376-2889-4221-b909-bdaf4cccc779,Wilson 55L Camping Gear,"Engineered for peak performance in any condition.

Key Features:
  - Lightweight design for effortless portability.
  - Durable construction withstands the toughest conditions.
  - Ergonomic design reduces fatigue during extended use.
  - Weather-resistant materials keep you protected.

Ready for wherever your journey takes you.",Sports & Outdoors,Camping Gear,Wilson,116.8,4.0,Original from products,4.0,4.0,1,1.0,1,2026-02-11,10.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,18.1,10.0,400.0,0.0,0.0,0.0,0.0
35bf8754-29bb-463a-a710-839011ee78ab,Pyrex Premium Kitchenware,"Transform your home with the Pyrex Premium Kitchenware.

Key Features:
  - Crafted from premium {material} for lasting quality.
  - Space-saving design fits perfectly in any room.
  - Built to withstand daily use with durable construction.
  - Temperature resistant up to {temp_c} degrees.
  - Ergonomic design for comfortable use.

Designed to enhance your living space while providing practical everyday functionality.

Additional Details:
  - Premium materials for lasting quality.
  - Dimensions: perfectly sized for your space.
  - Easy to clean and maintain.

Make every day extraordinary.",Home & Kitchen,Kitchenware,Pyrex,54.98,4.3,Original from products,4.3,4.333333333333333,6,6.0,1,2023-09-03,196.0,76.0,52.0,11.0,11.0,15.0,829.02,55.45272727272727,18.31,38.78,68.42,14.47,21.15,4.23,10.91
7ae6b7f0-2a30-496f-81dc-2229f4652ad5,Wilson 77L Camping Gear,"The Wilson 77L Camping Gear is built for those who push their limits.

Key Features:
  - Reinforced stress points for long-lasting durability.
  - Adjustable features for customized fit.
  - Compression-molded for compact storage.
  - Durable construction withstands the toughest conditions.
  - Quick-setup system saves time and hassle.
  - Lightweight design for effortless portability.

Ready for wherever your journey takes you.",Sports & Outdoors,Camping Gear,Wilson,42.09,4.0,Original from products,4.0,4.0,2,2.0,1,2026-04-28,1.0,2.0,2.0,1.0,1.0,1.0,41.77,41.77,13.53,200.0,100.0,50.0,50.0,41.77,20.88
b73b38a1-df92-44b3-bfd8-e3189d42f74f,Apple X1 Activity Band,"The Apple X1 Activity Band delivers exceptional performance for all your needs.

Key Features:
  - Enhanced security features including biometric authentication.
  - Premium build quality with aerospace-grade materials.
  - Sleek, lightweight design for maximum portability.
  - Supports high-resolution audio for immersive sound.

Designed with the modern user in mind, it combines powerful performance with an intuitive interface.

Perfect for professionals and enthusiasts alike.",Electronics,Wearables,Apple,34.92,3.0,Original from products,3.0,3.0,1,1.0,1,2026-03-08,109.0,35.0,23.0,4.0,4.0,5.0,173.9,34.5325,18.76,32.11,65.71,11.43,17.39,1.6,4.97
356b91c4-74fa-4ed5-8a5c-6a6f740905ce,Apple Classic Over-Ear Headphones,"Experience cutting-edge technology with the Apple Classic Over-Ear Headphones.

Key Features:
  - Sleek, lightweight design for maximum portability.
  - Long-lasting battery designed for all-day productivity.
  - Intuitive user interface with customizable settings.
  - Premium build quality with aerospace-grade materials.
  - Equipped with the latest processor for seamless multitasking.

Designed with the modern user in mind, it combines powerful performance with an intuitive interface.

Additional Details:
  - Slim and portable form factor for easy travel.
  - Connectivity: USB-C, HDMI, WiFi 6, Bluetooth.

Elevate your daily experience with this premium device.",Electronics,Headphones,Apple,157.6,5.0,Original from products,5.0,5.0,3,3.0,2,2023-01-24,111.0,48.0,31.0,7.0,7.0,7.0,1105.19,157.8842857142857,15.85,43.24,64.58,14.58,22.58,9.96,23.02
4a1e79d7-75c8-4163-9612-e9e5e0decf49,Calvin Klein Pixel17 Running Shoes,"Elevate your wardrobe with the Calvin Klein Pixel17 Running Shoes.

Key Features:
  - Eco-friendly materials sourced sustainably.
  - Four-way stretch fabric for unrestricted movement.
  - Premium {material} fabric for lasting comfort.
  - Tailored fit that flatters every body type.
  - Reinforced stitching for enhanced durability.
  - Breathable material keeps you comfortable all day.

From casual outings to formal occasions, this piece transitions effortlessly across settings.

Additional Details:
  - Premium fabric construction for lasting wear.
  - Available in multiple sizes for the perfect fit.
  - Designed for comfort with a tailored silhouette.

Join thousands of satisfied customers worldwide.",Clothing & Accessories,Footwear,Calvin Klein,35.55,3.0,Original from products,3.0,3.0,1,1.0,1,2025-07-10,9.0,4.0,2.0,1.0,1.0,2.0,72.48,36.24,20.63,44.44,50.0,25.0,50.0,8.05,18.12
b1a8533d-7d06-48ae-b1d2-02a39ad1c623,"Instant Pot 32"" Kitchenware Set","Elevate your everyday living with the Instant Pot 32"" Kitchenware Set.

Key Features:
  - Ergonomic design for comfortable use.
  - Versatile design complements any decor style.
  - Space-saving design fits perfectly in any room.
  - Built to withstand daily use with durable construction.
  - Temperature resistant up to {temp_c} degrees.

Designed to enhance your living space while providing practical everyday functionality.

Additional Details:
  - Dimensions: perfectly sized for your space.
  - Easy to clean and maintain.

Backed by our satisfaction guarantee.",Home & Kitchen,Kitchenware,Instant Pot,50.68,2.5,Original from products,2.5,2.5,2,2.0,11,2025-03-01,108.0,39.0,25.0,3.0,3.0,3.0,151.2,50.4,16.8,36.11,64.1,7.69,12.0,1.4,3.88
453c2ed5-172f-4d33-87de-0dce637ee201,Corkcicle Premium Furniture,"Designed to make your home more beautiful and functional.

Key Features:
  - Easy to clean and maintain for everyday use.
  - Crafted from premium {material} for lasting quality.
  - Dishwasher safe for effortless cleaning.
  - Ergonomic design for comfortable use.
  - Versatile design complements any decor style.
  - Elegant finish adds a touch of sophistication.

Whether you are redecorating or just looking for that perfect finishing touch, this piece fits beautifully.

Designed for real life, built to last.",Home & Kitchen,Furniture,Corkcicle,176.92,,No rating available,,,0,0.0,1,2023-10-15,5.0,4.0,2.0,1.0,1.0,1.0,176.83,176.83,16.34,80.0,50.0,25.0,50.0,35.37,44.21
31e0fdcb-41e0-43c9-bbf4-c5c76daa33aa,Hasbro Core Deluxe Sam,"Bring joy to playtime with the Hasbro Core Deluxe Sam.

Key Features:
  - Easy to learn, with endless replay value.
  - STEM-focused learning through play.
  - Safe, non-toxic materials certified for children.
  - Award-winning design loved by kids and parents.

Winner of multiple toy awards.",Toys & Games,Action Figures,Hasbro,52.63,,No rating available,,,0,0.0,1,2025-10-10,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,17.28,200.0,50.0,0.0,0.0,0.0,0.0
d79fb878-dfb7-45b4-9d71-f14697dbddc7,Le Creuset Max Appliance,"Designed to make your home more beautiful and functional.

Key Features:
  - Ergonomic design for comfortable use.
  - Built to withstand daily use with durable construction.
  - Easy to clean and maintain for everyday use.
  - Temperature resistant up to {temp_c} degrees.
  - Dishwasher safe for effortless cleaning.

Whether you are redecorating or just looking for that perfect finishing touch, this piece fits beautifully.

Make every day extraordinary.",Home & Kitchen,Appliances,Le Creuset,74.96,,No rating available,,,0,0.0,7,2023-05-19,28.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,20.58,25.0,28.57,0.0,0.0,0.0,0.0
15e13e8e-1781-4b75-8969-6f81e4059991,Introduction to Linear Algebra,"Discover the story behind Introduction to Linear Algebra.

Key Features:
  - Meticulously researched and expertly presented.
  - Includes exclusive content and illustrations.
  - Thought-provoking themes that resonate long after reading.
  - Beautifully written with vivid prose and memorable characters.
  - Award-winning author delivers another masterpiece.

Whether you are a longtime fan or new to the genre, this book will captivate you from the first page.

Additional Details:
  - Critically acclaimed with outstanding reader reviews.
  - Available in multiple formats for your reading preference.

Order your copy today and start reading.",Books,Educational,HarperCollins,8.65,,No rating available,,,0,0.0,1,2023-11-07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.32,0.0,,,,0.0,
db058a09-6fbc-4923-8eda-d73ec8d7511d,The World History: An Introduction for Beginners,"Dive into the captivating world of The World History: An Introduction for Beginners.

Key Features:
  - Award-winning author delivers another masterpiece.
  - Gripping narrative that keeps you turning pages.
  - Thought-provoking themes that resonate long after reading.
  - Includes discussion questions for book clubs.
  - Beautifully written with vivid prose and memorable characters.

Perfect for bedtime reading, book clubs, or casual enjoyment, this book offers something for everyone.

A must-read for fans of the genre.",Books,Non-Fiction,McGraw-Hill,10.83,,No rating available,,,0,0.0,5,2026-03-29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0.0,,,,0.0,
e6838a70-dd74-4cab-97a6-88a7cec29978,Samsung Air Smartwatch,"The Samsung Air Smartwatch delivers exceptional performance for all your needs.

Key Features:
  - Equipped with the latest processor for seamless multitasking.
  - Features a high-resolution display with vivid color accuracy.
  - Enhanced security features including biometric authentication.
  - Supports high-resolution audio for immersive sound.
  - Advanced connectivity options including WiFi 6 and Bluetooth 5.3.

Whether you are working from home, gaming, or streaming, this device is built to handle it all with ease.

Additional Details:
  - Connectivity: USB-C, HDMI, WiFi 6, Bluetooth.
  - High-resolution display with vivid color reproduction.

Order today and experience the difference.",Electronics,Wearables,Samsung,140.36,,No rating available,,,0,0.0,1,2025-07-15,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65,50.0,0.0,0.0,,0.0,0.0
fc85e6da-3f50-4390-b347-461412f7d6c3,Versatile of thunder,"Versatile of thunder is a compelling read you won't want to put down.

Key Features:
  - Features a foreword by a leading expert in the field.
  - Thought-provoking themes that resonate long after reading.
  - Comprehensive coverage of the subject matter.
  - Gripping narrative that keeps you turning pages.

Whether you are a longtime fan or new to the genre, this book will captivate you from the first page.

Already a bestseller in multiple countries.",Books,Fiction,Penguin Books,9.5,,No rating available,,,0,0.0,1,2023-05-20,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.14,0.0,,,,0.0,
c7061993-5ae6-4ca2-a74e-bc902d61b78d,Le Creuset Non-Stick Kitchenware,"Designed to make your home more beautiful and functional.

Key Features:
  - Crafted from premium {material} for lasting quality.
  - Elegant finish adds a touch of sophistication.
  - Built to withstand daily use with durable construction.
  - Temperature resistant up to {temp_c} degrees.
  - Easy to clean and maintain for everyday use.

Designed to enhance your living space while providing practical everyday functionality.

Designed for real life, built to last.",Home & Kitchen,Kitchenware,Le Creuset,62.3,,No rating available,,,0,0.0,2,2023-06-29,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,25.67,36.36,25.0,0.0,0.0,0.0,0.0
7b5c2f17-5333-488f-aa64-7fcb72accf4d,Cuisinart Premium Kitchenware,"The Cuisinart Premium Kitchenware brings both style and function to your space.

Key Features:
  - Space-saving design fits perfectly in any room.
  - Crafted from premium {material} for lasting quality.
  - Ergonomic design for comfortable use.
  - Stackable design for efficient storage.
  - Built to withstand daily use with durable construction.
  - Easy to clean and maintain for everyday use.

Whether you are redecorating or just looking for that perfect finishing touch, this piece fits beautifully.

Additional Details:
  - Dimensions: perfectly sized for your space.
  - Available in a variety of finishes.
  - Easy to clean and maintain.

Make every day extraordinary.",Home & Kitchen,Kitchenware,Cuisinart,56.75,5.0,Original from products,5.0,5.0,1,1.0,1,2023-11-17,5.0,4.0,2.0,2.0,2.0,6.0,353.3,58.86,11.19,80.0,50.0,50.0,100.0,70.66,88.32
6e9b539a-77ad-4307-acb5-f558f8b5cc6f,Apple Accessorie Stand,"Experience cutting-edge technology with the Apple Accessorie Stand.

Key Features:
  - Supports high-resolution audio for immersive sound.
  - Advanced connectivity options including WiFi 6 and Bluetooth 5.3.
  - Sleek, lightweight design for maximum portability.
  - Enhanced security features including biometric authentication.

Whether you are working from home, gaming, or streaming, this device is built to handle it all with ease.

Additional Details:
  - Connectivity: USB-C, HDMI, WiFi 6, Bluetooth.
  - Long battery life for all-day usage.
  - High-resolution display with vivid color reproduction.

Perfect for professionals and enthusiasts alike.",Electronics,Accessories,Apple,70.02,4.1,Original from products,4.1,4.061224489795919,49,49.0,1,2023-03-29,3329.0,1348.0,830.0,84.0,84.0,88.0,6140.92,69.71904761904761,17.94,40.49,61.57,6.23,10.12,1.84,4.56
4ebe94fb-6705-4f36-96df-cb464c559568,L'Oreal Bloom Cologne,"Nourish and pamper yourself with the L'Oreal Bloom Cologne.

Key Features:
  - Cruelty-free and never tested on animals.
  - Antioxidant-rich formula protects against environmental damage.
  - Dermatologist-tested and suitable for all skin types.
  - Clinically proven results with regular use.

Additional Details:
  - Volume: {volume_ml}ml
  - Ingredients: {ingredient_highlight}
  - Shelf life: {shelf_life}m

Your skin deserves the best.",Beauty & Personal Care,Fragrance,L'Oreal,42.49,4.6,Original from products,4.6,4.571428571428571,7,7.0,9,2023-08-16,223.0,70.0,66.0,13.0,13.0,16.0,685.13,42.635384615384616,17.56,31.39,94.29,18.57,19.7,3.07,9.79
81551ffe-b19f-48da-9da3-e1084975e33b,Bosch Professional Tools & Equipment,"Keep your vehicle running at its best with Bosch Professional Tools & Equipment.

Key Features:
  - Exceeds OEM specifications for quality and performance.
  - Tested for quality and reliability.
  - Professional-grade formula for superior results.
  - Quick-drying formula saves time.
  - Compatible with all major vehicle makes and models.
  - Long-lasting protection against the elements.

Additional Details:
  - Temperature range: {temp_range}
  - Compatibility: {compat_info}
  - Application: {app_method}

Professional quality at an affordable price.",Automotive,Tools & Equipment,Bosch,37.6,4.0,Original from products,4.0,4.0,1,1.0,1,2024-12-13,4.0,3.0,4.0,1.0,1.0,1.0,38.05,38.05,15.71,75.0,133.33,33.33,25.0,9.51,12.68
ba4159d2-b0ed-4c0e-bb3e-0ddb55c60848,ASUS Galaxy11 Pro 5G,"Upgrade your setup with the powerful ASUS Galaxy11 Pro 5G.

Key Features:
  - Intuitive user interface with customizable settings.
  - Sleek, lightweight design for maximum portability.
  - Advanced connectivity options including WiFi 6 and Bluetooth 5.3.
  - Equipped with the latest processor for seamless multitasking.
  - Premium build quality with aerospace-grade materials.
  - Long-lasting battery designed for all-day productivity.

Whether you are working from home, gaming, or streaming, this device is built to handle it all with ease.

Elevate your daily experience with this premium device.",Electronics,Smartphones,ASUS,44.71,,No rating available,,,0,0.0,3,2023-01-10,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,50.0,100.0,0.0,0.0,0.0,0.0
0540ebea-e3f5-484b-9c62-2f6f575c73a9,Wilson Premium Fitness Equipment,"The Wilson Premium Fitness Equipment is built for those who push their limits.

Key Features:
  - Ergonomic design reduces fatigue during extended use.
  - Adjustable features for customized fit.
  - Ventilated design for breathability.
  - Quick-setup system saves time and hassle.
  - Compression-molded for compact storage.

Additional Details:
  - Material: {material_quality} {material}
  - Capacity: {capacity_l}L

Ready for wherever your journey takes you.",Sports & Outdoors,Fitness Equipment,Wilson,53.33,,No rating available,,,0,0.0,1,2023-12-25,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,13.05,40.0,100.0,0.0,0.0,0.0,0.0
